Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
71147,CLASSIC SHORT  ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,135,0,0,0,0,0,10,55,36,22,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71147,CLASSIC SHORT  ,1,BLACK     ,WOMENS,WOMENS CLASS,2,2/4/13,299,0,0,0,0,0,30,6,60,78,66,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71148,CLASSIC SHORT  ,300,GREEN     ,WOMENS,WOMENS CLASS,1,          ,13,0,0,0,0,0,0,0,0,4,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71149,CLASSIC SHORT  ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,14,0,0,0,0,0,1,2,1,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71151,RUE            ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,429,0,0,0,0,0,44,78,106,95,65,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71152,RUE            ,400,BLUE      ,WOMENS,WOMENS OUTDO,1,          ,177,0,0,0,0,0,9,32,52,51,24,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71153,RUE            ,223,RUST      ,WOMENS,WOMENS OUTDO,1,          ,59,0,0,0,0,0,0,0,5,23,15,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71154,RUE            ,202,CHOCOLATE ,WOMENS,WOMENS OUTDO,1,          ,71,0,0,0,0,0,3,10,19,17,13,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71155,RUE LEAF       ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,1,          ,75,0,0,0,0,0,1,54,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71156,RUE LEAF       ,207,CHOC MULTI,WOMENS,WOMENS OUTDO,1,          ,45,0,0,0,0,0,10,0,1,2,17,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71157,RUE LEAF       ,460,BLUE MULTI,WOMENS,WOMENS OUTDO,1,          ,6,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71158,RUE LEAF       ,340,GRN MULTI ,WOMENS,WOMENS OUTDO,1,          ,5,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71159,RUE LEAF       ,770,GNGR MULTI,WOMENS,WOMENS OUTDO,1,          ,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71162,ROSE           ,62,GRAY MULTI,WOMENS,WOMENS OUTDO,1,          ,28,0,0,0,0,0,3,3,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71163,ROSE           ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,1,          ,361,0,0,0,0,0,35,67,85,82,64,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71171,MCKINLEY       ,410,NAVY      ,KIDS  ,KIDS OUTDOOR,1,          ,271,27,27,29,24,24,19,0,0,17,25,24,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0
71172,MCKINLEY       ,1,BLACK     ,KIDS  ,KIDS OUTDOOR,1,          ,309,62,39,25,8,15,11,0,0,8,8,21,51,61,0,0,0,0,0,0,0,0,0,0,0,0,0
71173,MCKINLEY       ,352,OLIVE CAMO,KIDS  ,KIDS OUTDOOR,1,          ,576,65,56,60,57,69,63,0,0,35,40,36,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0
71174,MCKINLEY       ,300,GREEN     ,KIDS  ,KIDS OUTDOOR,1,          ,421,46,52,46,36,34,28,0,0,27,32,32,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0
71175,CLSC FLAME     ,965,BLACK/RED ,KIDS  ,KIDS CLASSIC,1,          ,30,0,0,0,0,0,3,5,5,3,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71176,CLSC FLAME     ,966,BLACK/BLUE,KIDS  ,KIDS CLASSIC,1,          ,13,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71178,CLSC SNAKE     ,302,OLIVE MLTI,KIDS  ,KIDS CLASSIC,1,          ,"2,520",247,228,205,148,147,118,76,126,168,223,266,270,298,0,0,0,0,0,0,0,0,0,0,0,0,0
71179,CLSC SNAKE     ,9,BLK MULTI ,KIDS  ,KIDS CLASSIC,1,          ,100,0,0,0,0,2,0,20,22,26,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71180,CLASSIC        ,300,GREEN     ,KIDS  ,KIDS CLASSIC,1,          ,79,7,8,8,9,7,5,6,6,1,7,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
71181,CLASSIC        ,410,NAVY      ,KIDS  ,KIDS CLASSIC,1,          ,168,2,0,0,4,4,9,10,0,0,18,6,103,12,0,0,0,0,0,0,0,0,0,0,0,0,0
71181,CLASSIC        ,410,NAVY      ,KIDS  ,KIDS CLASSIC,2,12/13/12,295,30,36,32,36,42,48,0,0,17,12,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71182,MCKINLEY       ,650,PINK      ,KIDS  ,KIDS OUTDOOR,1,          ,442,63,56,48,42,47,32,0,0,7,16,34,44,53,0,0,0,0,0,0,0,0,0,0,0,0,0
71183,MCKINLEY       ,696,PINK CAMO ,KIDS  ,KIDS OUTDOOR,1,          ,561,63,58,61,56,67,65,0,0,16,35,39,55,46,0,0,0,0,0,0,0,0,0,0,0,0,0
71184,MCKINLEY       ,400,BLUE      ,KIDS  ,KIDS OUTDOOR,1,          ,87,13,10,6,7,7,10,0,0,4,3,6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0
71185,CLSC CRZY DAISY,540,PRPL MULTI,KIDS  ,KIDS CLASSIC,1,          ,446,24,23,7,0,12,95,8,25,42,77,43,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0
71186,CLSC CRZY DAISY,460,BLUE MULTI,KIDS  ,KIDS CLASSIC,1,          ,367,0,0,0,0,0,0,12,13,21,67,88,82,84,0,0,0,0,0,0,0,0,0,0,0,0,0
71187,CLSC CRZY DAISY,690,PINK MULTI,KIDS  ,KIDS CLASSIC,1,          ,"1,077",34,77,65,94,105,71,6,6,18,167,165,164,105,0,0,0,0,0,0,0,0,0,0,0,0,0
71188,CLSC CRZY DAISY,9,BLK MULTI ,KIDS  ,KIDS CLASSIC,1,          ,51,0,0,0,0,3,23,6,2,0,9,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
71189,CLSC MUMSIE    ,492,NAVY MULTI,KIDS  ,KIDS CLASSIC,1,          ,"1,371",160,131,4,3,0,5,15,45,208,238,212,221,129,0,0,0,0,0,0,0,0,0,0,0,0,0
71190,CLSC MUMSIE    ,9,BLK MULTI ,KIDS  ,KIDS CLASSIC,1,          ,"3,116",353,383,196,45,26,40,107,143,82,238,418,474,611,0,0,0,0,0,0,0,0,0,0,0,0,0
71191,CLSC MUMSIE    ,540,PRPL MULTI,KIDS  ,KIDS CLASSIC,1,          ,159,6,3,2,3,2,1,3,4,3,20,55,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0
71192,CLSC SPROUT    ,544,GRAPEMULTI,KIDS  ,KIDS CLASSIC,1,          ,884,92,106,95,86,87,75,10,34,45,44,72,66,72,0,0,0,0,0,0,0,0,0,0,0,0,0
71193,CLSC SPROUT    ,460,BLUE MULTI,KIDS  ,KIDS CLASSIC,1,          ,430,60,8,0,0,0,9,9,20,39,60,83,68,74,0,0,0,0,0,0,0,0,0,0,0,0,0
71194,CLSC SPROUT    ,460,BLUE MULTI,KIDS  ,KIDS CLASSIC,1,          ,"1,746",216,175,157,145,128,71,28,44,88,164,173,171,186,0,0,0,0,0,0,0,0,0,0,0,0,0
71195,CLASSIC        ,650,PINK      ,KIDS  ,KIDS CLASSIC,1,          ,34,0,2,0,4,7,14,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
        ,               ,   ,          ,      ,            ,2/on WIP ,          ,       ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
71197,BABY BOOT DAISY,460,BLUE MULTI,KIDS  ,BABY BOG BOO,1,          ,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71198,BABY BOOT      ,540,PRPL MULTI,KIDS  ,BABY BOG BOO,2,12/13/12,65,0,0,0,0,0,0,0,7,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71198,BABY BOOT      ,540,PRPL MULTI,KIDS  ,BABY BOG BOO,2,1/7/13,156,0,0,0,23,31,14,28,36,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71199,BABY BOOT      ,460,BLUE MULTI,KIDS  ,BABY BOG BOO,1,          ,55,0,0,0,0,0,0,0,0,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71199,BABY BOOT      ,460,BLUE MULTI,KIDS  ,BABY BOG BOO,2,1/7/13,177,0,0,0,14,15,18,16,42,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71202,BABY BOOT      ,696,PINK CAMO ,KIDS  ,BABY BOG BOO,2,12/13/12,73,0,0,0,0,9,0,8,7,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71202,BABY BOOT      ,696,PINK CAMO ,KIDS  ,BABY BOG BOO,2,2/23/13,369,0,0,0,38,48,79,72,60,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71203,BABY BOOT      ,352,OLIVE CAMO,KIDS  ,BABY BOG BOO,1,          ,26,0,0,0,0,0,0,0,1,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71203,BABY BOOT      ,352,OLIVE CAMO,KIDS  ,BABY BOG BOO,2,12/13/12,228,0,0,0,27,30,5,22,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71203,BABY BOOT      ,352,OLIVE CAMO,KIDS  ,BABY BOG BOO,2,2/23/13,504,0,0,0,12,96,144,96,60,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71215,CLSC MID MUMSIE,9,BLK MULTI ,WOMENS,WOMENS CLASS,1,          ,829,0,0,0,0,0,70,153,232,186,127,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71216,CLSC MID MUMSIE,641,BURG MULTI,WOMENS,WOMENS CLASS,1,          ,443,0,0,0,0,0,37,46,135,104,83,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71217,CLSC MID MUMSIE,62,GRAY MULTI,WOMENS,WOMENS CLASS,1,          ,634,0,0,0,0,0,50,122,183,156,88,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71218,CLSC MID VINTAG,9,BLK MULTI ,WOMENS,WOMENS CLASS,1,          ,887,0,0,0,0,0,51,140,247,269,151,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71219,CLSC MID VINTAG,302,OLIVE MLTI,WOMENS,WOMENS CLASS,1,          ,708,0,0,0,0,0,71,81,222,159,107,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71220,CLSC MID VINTAG,641,BURG MULTI,WOMENS,WOMENS CLASS,1,          ,90,0,0,0,0,0,8,11,24,20,13,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71221,CLSC MID VINTAG,492,NAVY MULTI,WOMENS,WOMENS CLASS,1,          ,425,0,0,0,0,0,48,72,94,79,68,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71222,CLSC MID STARGA,9,BLK MULTI ,WOMENS,WOMENS CLASS,1,          ,647,0,0,0,0,0,57,134,134,159,112,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71223,CLSC MID STARGA,207,CHOC MULTI,WOMENS,WOMENS CLASS,1,          ,475,0,0,0,0,0,66,116,108,82,62,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71224,CLSC MID STARGA,492,NAVY MULTI,WOMENS,WOMENS CLASS,1,          ,27,0,0,0,0,0,0,5,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71225,CLSC MID STARGA,540,PRPL MULTI,WOMENS,WOMENS CLASS,1,          ,18,0,0,0,0,0,7,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71226,BUCKMAN        ,1,BLACK     ,MENS  ,MENS OUTDOOR,1,          ,58,0,0,0,0,0,0,0,7,15,15,8,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
71228,CHARLOT        ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,136,0,0,0,0,0,1,14,35,45,25,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71229,CHARLOT        ,400,BLUE      ,WOMENS,WOMENS OUTDO,1,          ,89,0,0,0,0,0,5,8,31,25,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71231,CHARLOT        ,202,CHOCOLATE ,WOMENS,WOMENS OUTDO,1,          ,16,0,0,0,0,0,1,3,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71232,CHARLOT        ,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,157,0,0,0,0,0,8,24,53,46,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71233,CLASSIC MID    ,300,GREEN     ,WOMENS,WOMENS CLASS,1,          ,107,0,0,0,0,0,4,13,34,21,21,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71234,CLASSIC MID    ,400,BLUE      ,WOMENS,WOMENS CLASS,1,          ,178,0,0,0,0,0,13,34,49,43,24,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71235,CLASSIC MID    ,223,RUST      ,WOMENS,WOMENS CLASS,1,          ,11,0,0,0,0,0,0,0,0,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71237,RIDER          ,300,GREEN     ,WOMENS,WOMENS OUTDO,1,          ,140,0,0,0,0,0,13,29,28,35,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71240,CLASSIC        ,542,PURPLE    ,KIDS  ,KIDS CLASSIC,1,          ,65,9,2,0,0,0,0,0,1,0,20,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
71242,CLSC MUMSIE    ,690,PINK MULTI,KIDS  ,KIDS CLASSIC,1,          ,"1,021",114,122,115,94,96,79,16,17,41,57,94,65,111,0,0,0,0,0,0,0,0,0,0,0,0,0
71243,GLOSH          ,542,PURPLE    ,KIDS  ,KIDS GLOSH  ,1,          ,218,27,25,27,33,30,35,7,6,6,1,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
71244,GLOSH          ,652,BERRY     ,KIDS  ,KIDS GLOSH  ,1,          ,"2,573",377,313,258,254,21,27,0,91,97,203,280,311,341,0,0,0,0,0,0,0,0,0,0,0,0,0
71244,GLOSH          ,652,BERRY     ,KIDS  ,KIDS GLOSH  ,2,12/11/12,294,24,24,36,42,12,6,0,18,6,36,36,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
71245,GLOSH          ,650,PINK      ,KIDS  ,KIDS GLOSH  ,1,          ,"1,363",159,137,134,104,0,0,0,94,117,143,131,160,184,0,0,0,0,0,0,0,0,0,0,0,0,0
71246,GLOSH          ,300,GREEN     ,KIDS  ,KIDS GLOSH  ,1,          ,209,26,34,24,29,24,28,6,0,7,2,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
71247,GLOSH          ,400,BLUE      ,KIDS  ,KIDS GLOSH  ,1,          ,"2,489",452,313,303,287,31,31,0,44,75,86,181,296,390,0,0,0,0,0,0,0,0,0,0,0,0,0
71247,GLOSH          ,400,BLUE      ,KIDS  ,KIDS GLOSH  ,2,12/11/12,287,12,18,36,18,0,6,11,24,12,42,36,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0
71248,GLOSH          ,800,ORANGE    ,KIDS  ,KIDS GLOSH  ,1,          ,286,33,26,22,27,12,20,8,10,8,33,32,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0
71256,ULTRA MID      ,300,GREEN     ,MENS  ,MENS CLASSIC,1,          ,7,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71257,CLASSIC        ,460,BLUE MULTI,KIDS  ,KIDS CLASSIC,1,          ,10,0,0,1,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71260,GLOSH          ,1,BLACK     ,KIDS  ,KIDS GLOSH  ,1,          ,14,6,0,0,0,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
71260,GLOSH          ,1,BLACK     ,KIDS  ,KIDS GLOSH  ,2,12/11/12,245,30,30,32,33,32,30,0,6,6,4,6,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0
71261,CLASSIC SPIDER ,62,GRAY MULTI,KIDS  ,KIDS CLASSIC,1,          ,15,1,1,3,1,1,0,0,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
71262,CLASSIC FLEUR  ,9,BLK MULTI ,KIDS  ,KIDS CLASSIC,1,          ,11,2,1,2,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71263,CLASSIC BATIK  ,540,PRPL MULTI,KIDS  ,KIDS CLASSIC,1,          ,10,1,0,3,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71265,CLASSIC HIGH   ,9,BLK MULTI ,WOMENS,WOMENS CLASS,1,          ,151,0,0,0,0,0,8,18,49,44,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71266,CLASSIC MID    ,9,BLK MULTI ,WOMENS,WOMENS CLASS,1,          ,351,0,0,0,0,0,18,54,107,104,42,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71267,CLASSIC HIGH   ,460,BLUE MULTI,WOMENS,WOMENS CLASS,1,          ,151,0,0,0,0,0,8,23,46,42,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Style   ,Description    ,Clr,Color     ,Gender,Item Group  ,1/at once,   WIP ETA,   TOT ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,    S ,    M ,    L ,   XL 
        ,               ,   ,          ,      ,            ,2/on WIP ,          ,       ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
71268,CLASSIC MID    ,460,BLUE MULTI,WOMENS,WOMENS CLASS,1,          ,631,0,0,0,0,0,38,92,187,190,74,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71269,CLASSIC ULTRA  ,1,BLACK     ,MENS  ,MENS CLASSIC,1,          ,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71271,CLSC HI DAISY  ,492,NAVY MULTI,WOMENS,WOMENS CLASS,2,12/31/12,30,0,0,0,0,0,0,10,12,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71272,CLSC HI DAISY  ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,12/31/12,11,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71272,CLSC HI DAISY  ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,1/16/13,217,0,0,0,0,0,15,34,63,58,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71273,CLSC MID DAISY ,492,NAVY MULTI,WOMENS,WOMENS CLASS,2,12/31/12,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71273,CLSC MID DAISY ,492,NAVY MULTI,WOMENS,WOMENS CLASS,2,1/16/13,58,0,0,0,0,0,0,22,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71274,CLSC MID DAISY ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,12/31/12,38,0,0,0,0,0,0,8,13,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71276,CLSC MID GARDEN,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,12/31/12,8,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71276,CLSC MID GARDEN,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,1/16/13,239,0,0,0,0,0,30,48,56,59,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71277,HARPER         ,492,NAVY MULTI,WOMENS,WOMENS OUTDO,2,1/16/13,19,0,0,0,0,0,0,0,6,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71278,HARPER DAISY   ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,2,1/16/13,35,0,0,0,0,0,0,4,7,10,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71279,RUE            ,492,NAVY MULTI,WOMENS,WOMENS OUTDO,2,1/16/13,82,0,0,0,0,0,7,14,17,20,13,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71280,RUE            ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,2,12/24/12,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71281,ROSE           ,492,NAVY MULTI,WOMENS,WOMENS OUTDO,2,12/31/12,51,0,0,0,0,0,7,8,13,12,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71281,ROSE           ,492,NAVY MULTI,WOMENS,WOMENS OUTDO,2,2/4/13,360,0,0,0,0,0,48,48,72,72,72,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71283,CLSC HI GARDEN ,340,GRN MULTI ,WOMENS,WOMENS CLASS,2,1/16/13,107,0,0,0,0,0,5,16,30,23,18,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71284,CLSC HI GARDEN ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,12/26/12,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71285,CLSC RAINBOOT  ,340,GRN MULTI ,WOMENS,WOMENS CLASS,2,12/11/12,91,0,0,0,0,0,9,17,19,18,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71286,CLSC RAINBOOT  ,1,BLACK     ,WOMENS,WOMENS CLASS,1,          ,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71286,CLSC RAINBOOT  ,1,BLACK     ,WOMENS,WOMENS CLASS,2,12/11/12,118,0,0,0,0,0,5,22,30,32,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71287,CLSC RAINBOOT  ,300,GREEN     ,WOMENS,WOMENS CLASS,2,12/11/12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71287,CLSC RAINBOOT  ,300,GREEN     ,WOMENS,WOMENS CLASS,2,1/16/13,69,0,0,0,0,0,5,12,15,20,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71288,CLSC RAINBOOT  ,500,PLUM      ,WOMENS,WOMENS CLASS,2,1/16/13,11,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71288,CLSC RAINBOOT  ,500,PLUM      ,WOMENS,WOMENS CLASS,2,1/25/13,15,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71289,CLSC RAINBOOT  ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,1/30/13,192,0,0,0,0,0,20,33,46,48,26,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71290,CLSC RAINBOOT  ,492,NAVY MULTI,WOMENS,WOMENS CLASS,1,          ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71290,CLSC RAINBOOT  ,492,NAVY MULTI,WOMENS,WOMENS CLASS,2,12/11/12,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71290,CLSC RAINBOOT  ,492,NAVY MULTI,WOMENS,WOMENS CLASS,2,1/25/13,124,0,0,0,0,0,13,23,34,30,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71291,CLSC RAINBOOT  ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,12/12/12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71291,CLSC RAINBOOT  ,9,BLK MULTI ,WOMENS,WOMENS CLASS,2,1/16/13,21,0,0,0,0,0,6,6,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71297,HARPER         ,600,RED       ,WOMENS,WOMENS OUTDO,1,          ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71298,HARPER         ,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71298,HARPER         ,1,BLACK     ,WOMENS,WOMENS OUTDO,2,12/31/12,93,0,0,0,0,0,6,8,19,29,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71299,HARPER         ,300,GREEN     ,WOMENS,WOMENS OUTDO,2,12/31/12,27,0,0,0,0,0,0,10,4,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71302,HARPER         ,700,YELLOW    ,WOMENS,WOMENS OUTDO,1,          ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71304,HARPER         ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,1,          ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71307,RUE            ,300,GREEN     ,WOMENS,WOMENS OUTDO,2,1/16/13,169,0,0,0,0,0,17,33,43,34,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71308,RUE            ,500,PLUM      ,WOMENS,WOMENS OUTDO,2,12/24/12,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71308,RUE            ,500,PLUM      ,WOMENS,WOMENS OUTDO,2,1/25/13,48,0,0,0,0,0,8,7,9,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71310,RUE            ,340,GRN MULTI ,WOMENS,WOMENS OUTDO,2,1/25/13,55,0,0,0,0,0,4,9,13,9,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71311,RUE            ,9,BLK MULTI ,WOMENS,WOMENS OUTDO,1,          ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71313,ROSE           ,1,BLACK     ,WOMENS,WOMENS OUTDO,1,          ,20,0,0,0,0,0,4,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
